Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732.00,44303.00,South,Mississippi,Jackson,Men's Athletic Footwear,20.00,116.00,232.00,93.00,Outlet
Foot Locker,1185732.00,44332.00,South,Mississippi,Jackson,Women's Athletic Footwear,24.00,116.00,278.00,128.00,Outlet
Walmart,1197831.00,44335.00,South,Arkansas,Little Rock,Men's Athletic Footwear,28.00,116.00,325.00,136.00,Outlet
Walmart,1197831.00,44368.00,South,Arkansas,Little Rock,Men's Apparel,37.00,116.00,429.00,167.00,Outlet
West Gear,1197831.00,44520.00,South,Arkansas,Little Rock,Men's Athletic Footwear,11.00,116.00,128.00,54.00,Outlet
West Gear,1197831.00,44335.00,South,Oklahoma,Oklahoma City,Women's Apparel,33.00,116.00,383.00,172.00,Outlet
West Gear,1197831.00,44396.00,South,Oklahoma,Oklahoma City,Men's Apparel,43.00,116.00,499.00,205.00,Outlet
Kohl's,1197831.00,44212.00,South,Oklahoma,Oklahoma City,Women's Street Footwear,12.00,116.00,139.00,56.00,Outlet
Foot Locker,1185732.00,44504.00,Northeast,Connecticut,Hartford,Women's Apparel,52.00,116.00,603.00,235.00,Outlet
Foot Locker,1185732.00,44533.00,Northeast,Connecticut,Hartford,Women's Street Footwear,43.00,116.00,499.00,165.00,Outlet
Amazon,1185732.00,44419.00,Northeast,Vermont,Burlington,Women's Street Footwear,34.00,116.00,394.00,154.00,Outlet
Amazon,1185732.00,44456.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,43.00,116.00,499.00,209.00,Outlet
Foot Locker,1185732.00,44547.00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49.00,116.00,568.00,199.00,Outlet
Foot Locker,1185732.00,44401.00,Midwest,Illinois,Chicago,Men's Street Footwear,56.00,115.00,644.00,354.00,Online
West Gear,1128299.00,43907.00,West,Nevada,Las Vegas,Women's Street Footwear,39.00,115.00,449.00,206.00,Online
West Gear,1128299.00,43975.00,West,Colorado,Denver,Men's Apparel,68.00,115.00,782.00,524.00,Online
West Gear,1128299.00,43990.00,West,Washington,Seattle,Men's Athletic Footwear,58.00,115.00,667.00,240.00,Online
West Gear,1128299.00,43991.00,West,Washington,Seattle,Women's Street Footwear,60.00,115.00,690.00,276.00,Online
West Gear,1128299.00,44041.00,West,Washington,Seattle,Men's Apparel,85.00,115.00,978.00,391.00,Online
Kohl's,1189833.00,44206.00,Midwest,Montana,Billings,Men's Athletic Footwear,41.00,115.00,472.00,193.00,Online
Sports Direct,1128299.00,44213.00,West,Hawaii,Honolulu,Men's Street Footwear,38.00,115.00,437.00,188.00,Online
Sports Direct,1128299.00,44271.00,Southeast,Florida,Orlando,Women's Street Footwear,59.00,115.00,679.00,292.00,Online
West Gear,1185732.00,44238.00,Midwest,Missouri,St. Louis,Women's Street Footwear,14.00,115.00,161.00,72.00,Online
West Gear,1185732.00,44358.00,West,Utah,Salt Lake City,Women's Street Footwear,19.00,115.00,219.00,107.00,Online
West Gear,1185732.00,44387.00,West,Utah,Salt Lake City,Women's Athletic Footwear,23.00,115.00,265.00,132.00,Online
Kohl's,1128299.00,44552.00,West,Arizona,Phoenix,Women's Athletic Footwear,44.00,115.00,506.00,228.00,Online
Kohl's,1128299.00,44343.00,West,New Mexico,Albuquerque,Women's Apparel,69.00,115.00,794.00,309.00,Online
Kohl's,1128299.00,44526.00,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,115.00,633.00,297.00,Online
Sports Direct,1128299.00,44513.00,Southeast,Georgia,Atlanta,Women's Street Footwear,54.00,115.00,621.00,292.00,Online
Amazon,1185732.00,44398.00,Southeast,Kentucky,Louisville,Women's Apparel,50.00,115.00,575.00,311.00,Online
Foot Locker,1185732.00,44216.00,Southeast,Kentucky,Louisville,Men's Apparel,38.00,115.00,437.00,210.00,Online
Walmart,1197831.00,44248.00,South,Arkansas,Little Rock,Women's Apparel,19.00,115.00,219.00,118.00,Online
West Gear,1185732.00,44364.00,Northeast,West Virginia,Charleston,Women's Apparel,59.00,115.00,679.00,353.00,Online
West Gear,1185732.00,44425.00,Northeast,West Virginia,Charleston,Women's Apparel,54.00,115.00,621.00,335.00,Online
West Gear,1185732.00,44486.00,Northeast,West Virginia,Charleston,Men's Street Footwear,41.00,115.00,472.00,255.00,Online
Foot Locker,1185732.00,44206.00,Northeast,Connecticut,Hartford,Men's Street Footwear,34.00,115.00,391.00,180.00,Online
Amazon,1185732.00,44387.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,51.00,115.00,587.00,328.00,Online
Amazon,1185732.00,44333.00,Northeast,New Hampshire,Manchester,Women's Apparel,65.00,115.00,748.00,344.00,Online
Foot Locker,1185732.00,44547.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,59.00,115.00,679.00,373.00,Online
Sports Direct,1197831.00,44413.00,South,Alabama,Birmingham,Men's Apparel,31.00,114.00,353.00,145.00,Outlet
Sports Direct,1128299.00,44271.00,Southeast,Florida,Orlando,Women's Athletic Footwear,42.00,114.00,479.00,168.00,Outlet
Foot Locker,1128299.00,44310.00,Southeast,Virginia,Richmond,Women's Street Footwear,41.00,114.00,467.00,173.00,Outlet
West Gear,1185732.00,44451.00,West,Utah,Salt Lake City,Men's Apparel,16.00,114.00,182.00,75.00,Outlet
West Gear,1128299.00,44310.00,West,Oregon,Portland,Women's Street Footwear,47.00,114.00,536.00,220.00,Outlet
West Gear,1128299.00,44493.00,West,Oregon,Portland,Women's Athletic Footwear,34.00,114.00,388.00,151.00,Outlet
Kohl's,1128299.00,44495.00,West,New Mexico,Albuquerque,Men's Apparel,41.00,114.00,467.00,154.00,Outlet
Sports Direct,1128299.00,44330.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34.00,114.00,388.00,167.00,Outlet
Sports Direct,1128299.00,44482.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,32.00,114.00,365.00,161.00,Outlet
Kohl's,1197831.00,44549.00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45.00,114.00,513.00,231.00,Outlet
Foot Locker,1185732.00,44383.00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32.00,114.00,365.00,135.00,Outlet
Sports Direct,1185732.00,44362.00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36.00,114.00,410.00,131.00,Outlet
Amazon,1185732.00,44387.00,Northeast,Vermont,Burlington,Men's Apparel,39.00,114.00,445.00,169.00,Outlet
Amazon,1185732.00,44366.00,Northeast,New Hampshire,Manchester,Men's Apparel,47.00,114.00,536.00,198.00,Outlet
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42.00,114.00,479.00,206.00,Outlet
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,51.00,114.00,581.00,203.00,Outlet
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,43.00,114.00,490.00,167.00,Outlet
Kohl's,1189833.00,44272.00,West,California,Los Angeles,Men's Apparel,46.00,113.00,520.00,353.00,Online
Foot Locker,1185732.00,44551.00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,66.00,113.00,746.00,485.00,Online
West Gear,1128299.00,43885.00,West,Nevada,Las Vegas,Women's Apparel,74.00,113.00,836.00,251.00,Online
West Gear,1128299.00,43925.00,West,Colorado,Denver,Women's Street Footwear,61.00,113.00,689.00,345.00,Online
West Gear,1128299.00,43955.00,West,Colorado,Denver,Women's Street Footwear,60.00,113.00,678.00,339.00,Online
West Gear,1128299.00,44030.00,West,Washington,Seattle,Women's Apparel,62.00,113.00,701.00,245.00,Online
West Gear,1128299.00,44033.00,West,Washington,Seattle,Women's Street Footwear,56.00,113.00,633.00,228.00,Online
Foot Locker,1185732.00,44169.00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43.00,113.00,486.00,233.00,Online
Kohl's,1189833.00,44232.00,Midwest,Montana,Billings,Women's Athletic Footwear,36.00,113.00,407.00,216.00,Online
Kohl's,1189833.00,44257.00,Midwest,Montana,Billings,Men's Apparel,51.00,113.00,576.00,426.00,Online
Sports Direct,1197831.00,44329.00,South,Tennessee,Knoxville,Men's Apparel,51.00,113.00,576.00,305.00,Online
Sports Direct,1197831.00,44430.00,South,Alabama,Birmingham,Women's Athletic Footwear,18.00,113.00,203.00,134.00,Online
Amazon,1185732.00,44550.00,Northeast,Maine,Portland,Women's Apparel,58.00,113.00,655.00,354.00,Online
Amazon,1185732.00,44491.00,West,Alaska,Anchorage,Men's Street Footwear,68.00,113.00,768.00,361.00,Online
Foot Locker,1128299.00,44206.00,West,Alaska,Anchorage,Women's Street Footwear,41.00,113.00,463.00,167.00,Online
Walmart,1128299.00,44510.00,West,Hawaii,Honolulu,Men's Apparel,83.00,113.00,938.00,281.00,Online
Walmart,1128299.00,44486.00,Southeast,Florida,Orlando,Women's Athletic Footwear,51.00,113.00,576.00,236.00,Online
Foot Locker,1128299.00,44251.00,West,Wyoming,Cheyenne,Men's Street Footwear,27.00,113.00,305.00,140.00,Online
Foot Locker,1128299.00,44464.00,Southeast,Virginia,Richmond,Men's Street Footwear,46.00,113.00,520.00,260.00,Online
Foot Locker,1128299.00,44464.00,Southeast,Virginia,Richmond,Men's Athletic Footwear,52.00,113.00,588.00,270.00,Online
Foot Locker,1128299.00,44524.00,Southeast,Virginia,Richmond,Women's Athletic Footwear,52.00,113.00,588.00,282.00,Online
Foot Locker,1185732.00,44245.00,Midwest,Michigan,Detroit,Women's Street Footwear,19.00,113.00,215.00,97.00,Online
Foot Locker,1185732.00,44365.00,Midwest,Missouri,St. Louis,Women's Street Footwear,23.00,113.00,260.00,127.00,Online
Foot Locker,1185732.00,44547.00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32.00,113.00,362.00,174.00,Online
West Gear,1185732.00,44419.00,West,Utah,Salt Lake City,Women's Street Footwear,29.00,113.00,328.00,161.00,Online
West Gear,1185732.00,44511.00,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,113.00,215.00,109.00,Online
West Gear,1185732.00,44511.00,West,Utah,Salt Lake City,Women's Apparel,43.00,113.00,486.00,316.00,Online
West Gear,1185732.00,44540.00,West,Utah,Salt Lake City,Women's Street Footwear,29.00,113.00,328.00,154.00,Online
Foot Locker,1197831.00,44261.00,West,Idaho,Boise,Women's Street Footwear,28.00,113.00,316.00,155.00,Online
West Gear,1197831.00,44291.00,West,Idaho,Boise,Women's Athletic Footwear,29.00,113.00,328.00,180.00,Online
Foot Locker,1128299.00,44250.00,West,Idaho,Boise,Men's Athletic Footwear,38.00,113.00,429.00,232.00,Online
Foot Locker,1128299.00,44340.00,West,Arizona,Phoenix,Men's Athletic Footwear,53.00,113.00,599.00,323.00,Online
Foot Locker,1128299.00,44431.00,West,Arizona,Phoenix,Women's Street Footwear,54.00,113.00,610.00,299.00,Online
Foot Locker,1128299.00,44463.00,West,Arizona,Phoenix,Women's Athletic Footwear,41.00,113.00,463.00,218.00,Online
Kohl's,1128299.00,44526.00,West,New Mexico,Albuquerque,Men's Apparel,65.00,113.00,735.00,323.00,Online
Sports Direct,1128299.00,44267.00,Southeast,Georgia,Atlanta,Women's Street Footwear,49.00,113.00,554.00,271.00,Online
Sports Direct,1128299.00,44421.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,53.00,113.00,599.00,311.00,Online
Amazon,1185732.00,44264.00,Midwest,Ohio,Columbus,Men's Apparel,37.00,113.00,418.00,205.00,Online
Amazon,1185732.00,44448.00,Midwest,Ohio,Columbus,Women's Athletic Footwear,24.00,113.00,271.00,138.00,Online
Walmart,1197831.00,44335.00,South,Arkansas,Little Rock,Men's Athletic Footwear,38.00,113.00,429.00,215.00,Online
Walmart,1197831.00,44428.00,South,Arkansas,Little Rock,Men's Apparel,48.00,113.00,542.00,266.00,Online
West Gear,1197831.00,44428.00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,51.00,113.00,576.00,271.00,Online
West Gear,1197831.00,44428.00,South,Oklahoma,Oklahoma City,Women's Street Footwear,47.00,113.00,531.00,281.00,Online
Kohl's,1197831.00,44421.00,Midwest,Kansas,Wichita,Women's Apparel,52.00,113.00,588.00,294.00,Online
Foot Locker,1185732.00,44298.00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38.00,113.00,429.00,198.00,Online
Sports Direct,1185732.00,44295.00,Midwest,North Dakota,Fargo,Men's Street Footwear,28.00,113.00,316.00,155.00,Online
Foot Locker,1185732.00,44202.00,Midwest,North Dakota,Fargo,Men's Street Footwear,27.00,113.00,305.00,137.00,Online
West Gear,1185732.00,44472.00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,43.00,113.00,486.00,204.00,Online
Sports Direct,1185732.00,44491.00,Northeast,Maryland,Baltimore,Men's Street Footwear,52.00,113.00,588.00,317.00,Online
Sports Direct,1185732.00,44319.00,Northeast,Connecticut,Hartford,Women's Apparel,55.00,113.00,622.00,305.00,Online
Sports Direct,1185732.00,44474.00,Northeast,Connecticut,Hartford,Men's Street Footwear,59.00,113.00,667.00,367.00,Online
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Men's Street Footwear,62.00,113.00,701.00,301.00,Online
Amazon,1185732.00,44540.00,Northeast,Vermont,Burlington,Women's Street Footwear,55.00,113.00,622.00,292.00,Online
Sports Direct,1197831.00,44423.00,South,Texas,Dallas,Men's Apparel,26.00,113.00,294.00,79.00,Outlet
West Gear,1128299.00,43888.00,West,Nevada,Las Vegas,Women's Street Footwear,47.00,113.00,531.00,223.00,Outlet
Sports Direct,1197831.00,44418.00,South,Alabama,Birmingham,Women's Athletic Footwear,24.00,113.00,271.00,146.00,Outlet
Walmart,1128299.00,44303.00,Southeast,Florida,Orlando,Women's Apparel,57.00,113.00,644.00,322.00,Outlet
Foot Locker,1128299.00,44399.00,West,Arizona,Phoenix,Women's Athletic Footwear,36.00,113.00,407.00,155.00,Outlet
Sports Direct,1128299.00,44267.00,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.00,113.00,418.00,184.00,Outlet
Sports Direct,1128299.00,44299.00,Southeast,Georgia,Atlanta,Women's Street Footwear,36.00,113.00,407.00,151.00,Outlet
Walmart,1197831.00,44428.00,South,Arkansas,Little Rock,Men's Apparel,40.00,113.00,452.00,167.00,Outlet
West Gear,1197831.00,44428.00,South,Oklahoma,Oklahoma City,Women's Street Footwear,38.00,113.00,429.00,202.00,Outlet
Foot Locker,1185732.00,44477.00,Northeast,Rhode Island,Providence,Men's Street Footwear,37.00,113.00,418.00,171.00,Outlet
Amazon,1185732.00,44543.00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.00,113.00,418.00,134.00,Outlet
Amazon,1185732.00,44426.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,39.00,113.00,441.00,154.00,Outlet
Foot Locker,1185732.00,44407.00,Midwest,Illinois,Chicago,Men's Street Footwear,55.00,112.00,616.00,333.00,Online
West Gear,1128299.00,43883.00,West,Nevada,Las Vegas,Women's Athletic Footwear,58.00,112.00,650.00,286.00,Online
West Gear,1128299.00,43903.00,West,Nevada,Las Vegas,Men's Apparel,69.00,112.00,773.00,464.00,Online
West Gear,1128299.00,43918.00,West,Colorado,Denver,Men's Athletic Footwear,48.00,112.00,538.00,183.00,Online
West Gear,1128299.00,44028.00,West,Washington,Seattle,Women's Athletic Footwear,67.00,112.00,750.00,300.00,Online
Kohl's,1189833.00,44210.00,Midwest,Montana,Billings,Women's Apparel,42.00,112.00,470.00,183.00,Online
Kohl's,1189833.00,44240.00,Midwest,Montana,Billings,Women's Apparel,56.00,112.00,627.00,238.00,Online
Sports Direct,1197831.00,44286.00,South,Tennessee,Knoxville,Women's Athletic Footwear,23.00,112.00,258.00,167.00,Online
Foot Locker,1185732.00,44385.00,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,112.00,426.00,230.00,Online
Amazon,1185732.00,44369.00,West,Alaska,Anchorage,Men's Athletic Footwear,55.00,112.00,616.00,308.00,Online
Amazon,1185732.00,44550.00,West,Alaska,Anchorage,Men's Athletic Footwear,60.00,112.00,672.00,316.00,Online
Walmart,1128299.00,44486.00,Southeast,Florida,Orlando,Women's Street Footwear,55.00,112.00,616.00,253.00,Online
Kohl's,1185732.00,44265.00,West,Wyoming,Cheyenne,Women's Athletic Footwear,33.00,112.00,370.00,174.00,Online
Sports Direct,1185732.00,44486.00,Midwest,Michigan,Detroit,Men's Apparel,48.00,112.00,538.00,296.00,Online
West Gear,1185732.00,44265.00,West,Utah,Salt Lake City,Women's Street Footwear,18.00,112.00,202.00,101.00,Online
West Gear,1185732.00,44297.00,West,Utah,Salt Lake City,Women's Apparel,24.00,112.00,269.00,161.00,Online
West Gear,1185732.00,44358.00,West,Utah,Salt Lake City,Men's Athletic Footwear,24.00,112.00,269.00,132.00,Online
West Gear,1185732.00,44540.00,West,Utah,Salt Lake City,Women's Athletic Footwear,27.00,112.00,302.00,154.00,Online
West Gear,1185732.00,44540.00,West,Utah,Salt Lake City,Men's Apparel,38.00,112.00,426.00,213.00,Online
West Gear,1128299.00,44213.00,West,Oregon,Portland,Women's Street Footwear,43.00,112.00,482.00,260.00,Online
West Gear,1128299.00,44334.00,South,Louisiana,New Orleans,Women's Street Footwear,49.00,112.00,549.00,280.00,Online
West Gear,1128299.00,44486.00,South,Louisiana,New Orleans,Men's Street Footwear,34.00,112.00,381.00,206.00,Online
Foot Locker,1128299.00,44431.00,West,Arizona,Phoenix,Women's Athletic Footwear,52.00,112.00,582.00,285.00,Online
Kohl's,1128299.00,44280.00,West,New Mexico,Albuquerque,Men's Athletic Footwear,51.00,112.00,571.00,303.00,Online
Kohl's,1128299.00,44280.00,West,New Mexico,Albuquerque,Women's Street Footwear,52.00,112.00,582.00,285.00,Online
Sports Direct,1128299.00,44240.00,West,New Mexico,Albuquerque,Men's Athletic Footwear,37.00,112.00,414.00,228.00,Online
Amazon,1185732.00,44480.00,Midwest,Ohio,Columbus,Women's Athletic Footwear,29.00,112.00,325.00,166.00,Online
West Gear,1197831.00,44549.00,South,Arkansas,Little Rock,Men's Apparel,64.00,112.00,717.00,351.00,Online
Foot Locker,1197831.00,44542.00,Midwest,Kansas,Wichita,Women's Apparel,68.00,112.00,762.00,350.00,Online
Foot Locker,1185732.00,44475.00,Midwest,Iowa,Des Moines,Men's Street Footwear,43.00,112.00,482.00,197.00,Online
West Gear,1185732.00,44506.00,Midwest,Iowa,Des Moines,Men's Street Footwear,41.00,112.00,459.00,202.00,Online
West Gear,1185732.00,44546.00,Northeast,West Virginia,Charleston,Women's Street Footwear,50.00,112.00,560.00,297.00,Online
Sports Direct,1185732.00,44380.00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48.00,112.00,538.00,285.00,Online
Foot Locker,1185732.00,44533.00,Northeast,Connecticut,Hartford,Women's Apparel,67.00,112.00,750.00,345.00,Online
Amazon,1185732.00,44543.00,Northeast,Massachusetts,Boston,Women's Apparel,65.00,112.00,728.00,320.00,Online
Foot Locker,1128299.00,44278.00,Southeast,Virginia,Richmond,Women's Street Footwear,43.00,112.00,482.00,197.00,Outlet
West Gear,1128299.00,44278.00,West,Oregon,Portland,Women's Street Footwear,41.00,112.00,459.00,174.00,Outlet
West Gear,1128299.00,44486.00,South,Louisiana,New Orleans,Men's Apparel,39.00,112.00,437.00,210.00,Outlet
Foot Locker,1197831.00,44261.00,West,Idaho,Boise,Women's Athletic Footwear,26.00,112.00,291.00,137.00,Outlet
Kohl's,1128299.00,44495.00,West,New Mexico,Albuquerque,Women's Athletic Footwear,35.00,112.00,392.00,165.00,Outlet
Sports Direct,1128299.00,44267.00,Southeast,Georgia,Atlanta,Women's Apparel,40.00,112.00,448.00,130.00,Outlet
Sports Direct,1128299.00,44299.00,Southeast,Georgia,Atlanta,Women's Apparel,56.00,112.00,627.00,176.00,Outlet
Sports Direct,1197831.00,44248.00,South,Mississippi,Jackson,Men's Athletic Footwear,17.00,112.00,190.00,74.00,Outlet
Walmart,1197831.00,44274.00,South,Arkansas,Little Rock,Women's Street Footwear,8.00,112.00,90.00,40.00,Outlet
Walmart,1197831.00,44274.00,South,Arkansas,Little Rock,Women's Apparel,20.00,112.00,224.00,103.00,Outlet
West Gear,1197831.00,44248.00,South,Oklahoma,Oklahoma City,Women's Apparel,14.00,112.00,157.00,72.00,Outlet
West Gear,1197831.00,44490.00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14.00,112.00,157.00,66.00,Outlet
Sports Direct,1185732.00,44422.00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33.00,112.00,370.00,118.00,Outlet
Amazon,1185732.00,44543.00,Northeast,Massachusetts,Boston,Women's Street Footwear,36.00,112.00,403.00,109.00,Outlet
